Temperature,Vibration,Age,Risk_fuzzy
37.454011884736246,2.6170568373590597,11.439917565671855,3.7275260087796362
95.07143064099162,2.469787990719998,16.108646585999725,7.722268930188035
73.1993941811405,9.062545805210366,15.20321859580318,8.444444444444443
59.86584841970366,2.495461998495061,3.0779980938754736,1.7031682574551885
15.601864044243651,2.71949726128631,2.984989394829478,3.108052320990572
15.599452033620265,7.593982624179637,5.3634873548982664,7.641363054765608
5.8083612168199465,4.4973984245054,7.221494526820744,4.999999999999994
86.61761457749351,7.767105569551812,8.169111628169652,8.444444444444443
60.11150117432088,0.6536615756438524,13.593944336666905,3.2869960734379404
70.80725777960456,4.875711936733843,1.133608643316708,8.25611484143244
2.0584494295802447,0.3361360018328263,0.6934540845213277,1.4696969696969695
96.99098521619943,0.6265320345535452,7.8382112588781805,8.444444444444443
83.24426408004217,9.06437453344411,13.94327384275961,8.444444444444443
21.233911067827616,1.3924537111759516,3.8687068591296514,1.5131731368606274
18.182496720710063,5.324206822752171,12.830089625125034,5.000000000000003
18.34045098534338,4.110956026007066,5.196562758805989,5.000000000000014
30.42422429595377,3.4734332625884266,17.721722176270326,4.924232711742415
52.475643163223786,8.998333456872725,17.91379888533233,8.444444444444443
43.194501864211574,0.218233967754895,5.945744085626529,2.7063987061474637
29.122914019804192,6.637896861755891,4.599875079264811,6.0222511305481286
61.18528947223795,9.633944342135504,8.226079441324625,7.050767326211018
13.949386065204184,5.60168183461842,4.810631703602974,5.00000000000001
29.214464853521815,9.368224620330919,13.447676865834072,8.444444444444443
36.63618432936917,0.5225787928602377,16.52129369096571,1.800616249294636
45.606998421703594,4.187933190741614,13.46184261822434,5.0
78.51759613930136,2.6015779096205116,16.48700894498699,7.518144682188577
19.967378215835975,7.3082096498072975,7.939843244149483,7.138100927844502
51.42344384136116,9.812970904972467,3.126339414177217,8.444444444444443
59.24145688620425,2.565300624442478,14.759018947951843,2.8781305188623567
4.645041271999773,6.5417460147407445,7.209490102831078,5.862867938104707
60.75448519014384,1.9809763275974013,13.42541650458265,3.5608905662682258
17.052412368729154,5.653302545716099,5.412878839635313,5.000000000000003
6.505159298527952,4.639324866883362,1.6245926961334534,4.999999999999999
94.88855372533332,9.72005329631537,19.851635909755267,8.444444444444443
96.56320330745594,6.085272726964666,3.1240301586119856,8.444444444444443
80.83973481164611,3.495063720868188,19.768419879269622,6.97314557190908
30.46137691733707,1.1409578488793337,19.545598651328945,1.9856168695064262
9.767211400638388,1.5124682873493456,15.876362078160792,
68.42330265121569,2.2531692995123507,13.18845924163995,6.92701864346079
44.01524937396013,2.50966661340298,11.556141005021694,3.653212447914322
12.203823484477883,8.506160578411379,17.322030907556695,8.444444444444443
49.51769101112702,5.612227882825249,5.788790432389758,5.000000000000028
3.4388521115218396,5.233909113743664,9.35362424969754,5.000000000000002
90.9320402078782,1.1476887186921747,12.387799387330038,8.444444444444443
25.87799816000169,8.60139693349435,8.223809517389821,8.444444444444443
66.2522284353982,7.228143032084837,8.54972908180536,7.23231770929074
31.171107608941096,0.6766836190000158,6.605693350041689,3.3237631948389184
52.00680211778108,7.078350972297686,11.28463633369072,6.242179002528167
54.67102793432797,5.4353821734264605,17.01149056030232,4.999999999999987
18.485445552552704,0.8172534574677826,4.030567560126257,1.533512946529226
96.95846277645586,4.583006415286564,18.68866077506883,6.724996950323215
77.51328233611146,4.8469628713004695,13.781753074964593,6.93059785052097
93.9498941564189,1.6577454016327575,16.465464253600604,8.444444444444443
89.48273504276489,9.456981470002823,11.123813852600232,8.444444444444443
59.78999788110851,8.49975371480662,15.59033402848127,8.444444444444443
92.18742350231169,6.690223373291083,0.3240079467893442,8.444444444444443
8.84925020519195,4.622955610006072,16.367608495590705,5.000000000000008
19.59828624191452,4.1176554158450855,0.8027771817073304,5.000000000000018
4.522728891053807,6.509734671509541,17.79826752725725,5.8100076676731485
32.53303307632643,5.4543186940690545,19.839254944772865,5.000000000000003
38.8677289689482,0.6227310588188562,5.881349243535556,2.997783366246077
27.134903177389592,5.125026487703317,4.206371125715873,5.000000000000007
82.87375091519293,8.064036172328395,15.307267277160815,8.444444444444443
35.67533266935893,4.59239877596958,5.060526818405064,4.999999999999996
28.093450968738075,0.5195657755426841,17.31124766344407,
54.26960831582485,7.862781993840331,2.056851843149534,8.418579188959956
14.092422497476264,2.013637821359744,2.519103927587165,1.591584641093222
80.21969807540397,2.5862083488803878,19.583031102012313,7.592811437710778
